date,open,high,low,close,volume
2019-05-21 10-06,184.43,184.43,184.43,184.43,36745.0
2019-05-21 10-07,184.43,184.43,184.43,184.43,0.0
2019-05-21 10-08,184.26,184.26,184.26,184.26,33982.0
2019-05-21 10-09,184.26,184.26,184.26,184.26,0.0
2019-05-21 10-10,184.18,184.18,184.18,184.18,28554.0
2019-05-21 10-11,184.14,184.14,184.14,184.14,23401.0
2019-05-21 10-12,184.14,184.14,184.14,184.14,0.0
2019-05-21 10-13,184.02,184.02,184.02,184.02,51176.0
2019-05-21 10-14,184.02,184.02,184.02,184.02,0.0
2019-05-21 10-15,183.97,183.97,183.97,183.97,30145.0
2019-05-21 10-16,184.36,184.36,184.36,184.36,64052.0
2019-05-21 10-17,184.315,184.315,184.315,184.315,13400.0
2019-05-21 10-18,184.24,184.24,184.24,184.24,20923.0
2019-05-21 10-19,184.24,184.24,184.24,184.24,0.0
2019-05-21 10-20,184.215,184.215,184.215,184.215,13483.0
2019-05-21 10-21,184.215,184.215,184.215,184.215,0.0
2019-05-21 10-22,184.28,184.28,184.28,184.28,37004.0
2019-05-21 10-23,184.45,184.45,184.45,184.45,19864.0
2019-05-21 10-24,184.23,184.23,184.23,184.23,33361.0
2019-05-21 10-25,184.2609,184.2609,184.2609,184.2609,8274.0
2019-05-21 10-26,184.2609,184.2609,184.2609,184.2609,0.0
2019-05-21 10-27,184.05900000000003,184.05900000000003,184.05900000000003,184.05900000000003,21776.0
2019-05-21 10-28,184.06,184.06,184.06,184.06,19558.0
2019-05-21 10-29,184.019,184.019,184.019,184.019,8674.0
2019-05-21 10-30,184.25,184.25,184.25,184.25,14102.0
2019-05-21 10-31,184.1,184.1,184.1,184.1,8326.0
2019-05-21 10-32,184.03,184.03,184.03,184.03,26968.0
2019-05-21 10-33,184.2901,184.2901,184.2901,184.2901,40758.0
2019-05-21 10-34,184.2901,184.2901,184.2901,184.2901,0.0
2019-05-21 10-35,184.36,184.36,184.36,184.36,12155.0
2019-05-21 10-36,184.38,184.38,184.38,184.38,23133.0
2019-05-21 10-37,184.38,184.38,184.38,184.38,0.0
2019-05-21 10-38,184.533,184.533,184.533,184.533,22949.0
2019-05-21 10-39,184.485,184.485,184.485,184.485,20916.0
2019-05-21 10-40,184.4538,184.4538,184.4538,184.4538,12996.0
2019-05-21 10-41,184.4538,184.4538,184.4538,184.4538,0.0
2019-05-21 10-42,184.53,184.53,184.53,184.53,12074.0
2019-05-21 10-43,184.6,184.6,184.6,184.6,29773.0
2019-05-21 10-44,184.7543,184.7543,184.7543,184.7543,27975.0
2019-05-21 10-45,184.83,184.83,184.83,184.83,36323.0
2019-05-21 10-46,184.85,184.85,184.85,184.85,41306.0
2019-05-21 10-47,184.61,184.61,184.61,184.61,41448.0
2019-05-21 10-48,184.62,184.62,184.62,184.62,19384.0
2019-05-21 10-49,184.5251,184.5251,184.5251,184.5251,30499.0
2019-05-21 10-50,184.5251,184.5251,184.5251,184.5251,0.0
2019-05-21 10-51,184.5325,184.5325,184.5325,184.5325,18695.0
2019-05-21 10-52,184.7304,184.7304,184.7304,184.7304,29639.0
2019-05-21 10-53,184.7304,184.7304,184.7304,184.7304,0.0
2019-05-21 10-54,184.7,184.7,184.7,184.7,11777.0
2019-05-21 10-55,184.73,184.73,184.73,184.73,14562.0
2019-05-21 10-56,184.73,184.73,184.73,184.73,0.0
2019-05-21 10-57,184.72,184.72,184.72,184.72,35790.0
2019-05-21 10-58,184.72,184.72,184.72,184.72,0.0
2019-05-21 10-59,184.6,184.6,184.6,184.6,28510.0
2019-05-21 11-00,184.73,184.73,184.73,184.73,6420.0
2019-05-21 11-01,184.57,184.57,184.57,184.57,27995.0
2019-05-21 11-02,184.57,184.57,184.57,184.57,0.0
2019-05-21 11-03,184.52,184.52,184.52,184.52,5564.0
2019-05-21 11-04,184.52,184.52,184.52,184.52,0.0
2019-05-21 11-05,184.45,184.45,184.45,184.45,32636.0
2019-05-21 11-06,184.6,184.6,184.6,184.6,22046.0
2019-05-21 11-07,184.67,184.67,184.67,184.67,11419.0
2019-05-21 11-08,184.53,184.53,184.53,184.53,13491.0
2019-05-21 11-09,184.53,184.53,184.53,184.53,0.0
2019-05-21 11-10,184.66,184.66,184.66,184.66,18940.0
2019-05-21 11-11,184.63,184.63,184.63,184.63,21119.0
2019-05-21 11-12,184.63,184.63,184.63,184.63,0.0
2019-05-21 11-13,184.72,184.72,184.72,184.72,8924.0
2019-05-21 11-14,184.71,184.71,184.71,184.71,6427.0
2019-05-21 11-15,184.79,184.79,184.79,184.79,26786.0
2019-05-21 11-16,184.79,184.79,184.79,184.79,0.0
2019-05-21 11-17,184.78,184.78,184.78,184.78,7090.0
2019-05-21 11-18,184.77,184.77,184.77,184.77,22480.0
2019-05-21 11-19,184.79,184.79,184.79,184.79,15142.0
2019-05-21 11-20,184.63,184.63,184.63,184.63,11320.0
2019-05-21 11-21,184.532,184.532,184.532,184.532,18100.0
2019-05-21 11-22,184.59,184.59,184.59,184.59,12841.0
2019-05-21 11-23,184.71,184.71,184.71,184.71,14208.0
2019-05-21 11-24,184.68,184.68,184.68,184.68,20736.0
2019-05-21 11-25,184.68,184.68,184.68,184.68,0.0
2019-05-21 11-26,184.79,184.79,184.79,184.79,15122.0
2019-05-21 11-27,184.77,184.77,184.77,184.77,15817.0
2019-05-21 11-28,184.94,184.94,184.94,184.94,44392.0
2019-05-21 11-29,184.94,184.94,184.94,184.94,0.0
2019-05-21 11-30,185.07,185.07,185.07,185.07,46932.0
2019-05-21 11-31,184.97,184.97,184.97,184.97,34604.0
2019-05-21 11-32,185.06,185.06,185.06,185.06,17341.0
2019-05-21 11-33,185.06,185.06,185.06,185.06,0.0
2019-05-21 11-34,185.05,185.05,185.05,185.05,11762.0
2019-05-21 11-35,184.89,184.89,184.89,184.89,20521.0
2019-05-21 11-36,185.0456,185.0456,185.0456,185.0456,10961.0
2019-05-21 11-37,185.0456,185.0456,185.0456,185.0456,0.0
2019-05-21 11-38,185.1501,185.1501,185.1501,185.1501,17755.0
2019-05-21 11-39,185.1501,185.1501,185.1501,185.1501,0.0
2019-05-21 11-40,185.2362,185.2362,185.2362,185.2362,44526.0
2019-05-21 11-41,185.155,185.155,185.155,185.155,28929.0
2019-05-21 11-42,185.32,185.32,185.32,185.32,22653.0
2019-05-21 11-43,185.32,185.32,185.32,185.32,0.0
2019-05-21 11-44,185.4,185.4,185.4,185.4,16499.0
2019-05-21 11-45,185.43,185.43,185.43,185.43,32368.0
2019-05-21 11-46,185.4108,185.4108,185.4108,185.4108,23364.0
2019-05-21 11-47,185.4108,185.4108,185.4108,185.4108,0.0
2019-05-21 11-48,185.38,185.38,185.38,185.38,30583.0
2019-05-21 11-49,185.245,185.245,185.245,185.245,14695.0
2019-05-21 11-50,185.165,185.165,185.165,185.165,11912.0
2019-05-21 11-51,185.165,185.165,185.165,185.165,0.0
2019-05-21 11-52,184.95,184.95,184.95,184.95,21792.0
2019-05-21 11-53,184.85,184.85,184.85,184.85,35016.0
2019-05-21 11-54,184.85,184.85,184.85,184.85,0.0
2019-05-21 11-55,184.91,184.91,184.91,184.91,13081.0
2019-05-21 11-56,185.1306,185.1306,185.1306,185.1306,57180.0
2019-05-21 11-57,185.22,185.22,185.22,185.22,17730.0
2019-05-21 11-58,185.14,185.14,185.14,185.14,15054.0
2019-05-21 11-59,185.14,185.14,185.14,185.14,0.0
2019-05-21 12-00,185.16,185.16,185.16,185.16,13357.0
2019-05-21 12-01,185.19,185.19,185.19,185.19,8700.0
2019-05-21 12-02,185.47,185.47,185.47,185.47,34696.0
2019-05-21 12-03,185.47,185.47,185.47,185.47,0.0
2019-05-21 12-04,185.274,185.274,185.274,185.274,59704.0
2019-05-21 12-05,185.42,185.42,185.42,185.42,18856.0
2019-05-21 12-06,185.36,185.36,185.36,185.36,7827.0
2019-05-21 12-07,185.42,185.42,185.42,185.42,13238.0
2019-05-21 12-08,185.385,185.385,185.385,185.385,4827.0
2019-05-21 12-09,185.385,185.385,185.385,185.385,0.0
2019-05-21 12-10,185.35,185.35,185.35,185.35,9836.0
2019-05-21 12-11,185.335,185.335,185.335,185.335,4160.0
2019-05-21 12-12,185.335,185.335,185.335,185.335,0.0
2019-05-21 12-13,185.5545,185.5545,185.5545,185.5545,78249.0
2019-05-21 12-14,185.41,185.41,185.41,185.41,15608.0
2019-05-21 12-15,185.41,185.41,185.41,185.41,0.0
2019-05-21 12-16,185.43,185.43,185.43,185.43,26888.0
2019-05-21 12-17,185.39,185.39,185.39,185.39,28736.0
2019-05-21 12-18,185.34,185.34,185.34,185.34,6938.0
2019-05-21 12-19,185.36,185.36,185.36,185.36,7158.0
2019-05-21 12-20,185.44,185.44,185.44,185.44,6547.0
2019-05-21 12-21,185.45,185.45,185.45,185.45,7986.0
2019-05-21 12-22,185.45,185.45,185.45,185.45,0.0
2019-05-21 12-23,185.58,185.58,185.58,185.58,17539.0
2019-05-21 12-24,185.4623,185.4623,185.4623,185.4623,22541.0
2019-05-21 12-25,185.283,185.283,185.283,185.283,16217.0
2019-05-21 12-26,185.41,185.41,185.41,185.41,16648.0
2019-05-21 12-27,185.415,185.415,185.415,185.415,6399.0
2019-05-21 12-28,185.42,185.42,185.42,185.42,12432.0
2019-05-21 12-29,185.31,185.31,185.31,185.31,8402.0
2019-05-21 12-30,185.33,185.33,185.33,185.33,12261.0
2019-05-21 12-31,185.21,185.21,185.21,185.21,13052.0
2019-05-21 12-32,185.21,185.21,185.21,185.21,0.0
2019-05-21 12-33,185.26,185.26,185.26,185.26,6921.0
2019-05-21 12-34,185.26,185.26,185.26,185.26,0.0
2019-05-21 12-35,185.15,185.15,185.15,185.15,33859.0
2019-05-21 12-36,185.03,185.03,185.03,185.03,32655.0
2019-05-21 12-37,185.0196,185.0196,185.0196,185.0196,7642.0
2019-05-21 12-38,185.0196,185.0196,185.0196,185.0196,0.0
2019-05-21 12-39,184.93,184.93,184.93,184.93,20728.0
2019-05-21 12-40,184.96,184.96,184.96,184.96,12775.0
2019-05-21 12-41,185.07,185.07,185.07,185.07,12522.0
2019-05-21 12-42,185.09,185.09,185.09,185.09,8410.0
2019-05-21 12-43,185.05,185.05,185.05,185.05,9077.0
2019-05-21 12-44,185.11,185.11,185.11,185.11,13412.0
2019-05-21 12-45,185.1,185.1,185.1,185.1,11807.0
2019-05-21 12-46,185.1,185.1,185.1,185.1,0.0
2019-05-21 12-47,185.0568,185.0568,185.0568,185.0568,3124.0
2019-05-21 12-48,184.975,184.975,184.975,184.975,10060.0
2019-05-21 12-49,184.975,184.975,184.975,184.975,0.0
2019-05-21 12-50,185.1,185.1,185.1,185.1,19146.0
2019-05-21 12-51,185.14,185.14,185.14,185.14,12214.0
2019-05-21 12-52,185.13,185.13,185.13,185.13,12692.0
2019-05-21 12-53,185.13,185.13,185.13,185.13,5897.0
2019-05-21 12-54,185.125,185.125,185.125,185.125,7825.0
2019-05-21 12-55,185.13,185.13,185.13,185.13,3266.0
2019-05-21 12-56,185.06,185.06,185.06,185.06,4335.0
2019-05-21 12-57,185.1266,185.1266,185.1266,185.1266,5597.0
2019-05-21 12-58,185.1118,185.1118,185.1118,185.1118,4251.0
2019-05-21 12-59,185.04,185.04,185.04,185.04,4277.0
2019-05-21 13-00,185.08,185.08,185.08,185.08,7954.0
2019-05-21 13-01,185.08,185.08,185.08,185.08,0.0
2019-05-21 13-02,185.115,185.115,185.115,185.115,12406.0
2019-05-21 13-03,185.18,185.18,185.18,185.18,30987.0
2019-05-21 13-04,185.2164,185.2164,185.2164,185.2164,2879.0
2019-05-21 13-05,185.19,185.19,185.19,185.19,3763.0
2019-05-21 13-06,185.19,185.19,185.19,185.19,0.0
2019-05-21 13-07,185.095,185.095,185.095,185.095,6468.0
2019-05-21 13-08,185.14,185.14,185.14,185.14,7155.0
2019-05-21 13-09,185.09,185.09,185.09,185.09,7651.0
2019-05-21 13-10,185.1041,185.1041,185.1041,185.1041,11586.0
2019-05-21 13-11,185.1015,185.1015,185.1015,185.1015,4242.0
2019-05-21 13-12,185.17,185.17,185.17,185.17,5775.0
2019-05-21 13-13,185.17,185.17,185.17,185.17,0.0
2019-05-21 13-14,185.24,185.24,185.24,185.24,5163.0
2019-05-21 13-15,185.24,185.24,185.24,185.24,0.0
2019-05-21 13-16,185.07,185.07,185.07,185.07,11826.0
2019-05-21 13-17,185.13,185.13,185.13,185.13,12086.0
2019-05-21 13-18,185.14,185.14,185.14,185.14,7668.0
2019-05-21 13-19,185.14,185.14,185.14,185.14,0.0
2019-05-21 13-20,185.08,185.08,185.08,185.08,5368.0
2019-05-21 13-21,185.19,185.19,185.19,185.19,17589.0
2019-05-21 13-22,185.17,185.17,185.17,185.17,1957.0
2019-05-21 13-23,185.24,185.24,185.24,185.24,8861.0
2019-05-21 13-24,185.18,185.18,185.18,185.18,5609.0
2019-05-21 13-25,185.18,185.18,185.18,185.18,0.0
2019-05-21 13-26,185.16,185.16,185.16,185.16,7850.0
2019-05-21 13-27,185.17,185.17,185.17,185.17,13696.0
2019-05-21 13-28,185.07,185.07,185.07,185.07,6887.0
2019-05-21 13-29,185.03,185.03,185.03,185.03,3253.0
2019-05-21 13-30,185.03,185.03,185.03,185.03,0.0
2019-05-21 13-31,185.01,185.01,185.01,185.01,10106.0
2019-05-21 13-32,185.07,185.07,185.07,185.07,3970.0
2019-05-21 13-33,185.08,185.08,185.08,185.08,7346.0
2019-05-21 13-34,185.08,185.08,185.08,185.08,0.0
2019-05-21 13-35,185.0417,185.0417,185.0417,185.0417,9221.0
2019-05-21 13-36,185.02,185.02,185.02,185.02,6525.0
2019-05-21 13-37,185.02,185.02,185.02,185.02,0.0
2019-05-21 13-38,185.08,185.08,185.08,185.08,9861.0
2019-05-21 13-39,185.125,185.125,185.125,185.125,3915.0
2019-05-21 13-40,185.02,185.02,185.02,185.02,14209.0
2019-05-21 13-41,185.0318,185.0318,185.0318,185.0318,11659.0
2019-05-21 13-42,185.02,185.02,185.02,185.02,3539.0
2019-05-21 13-43,185.06,185.06,185.06,185.06,5232.0
2019-05-21 13-44,185.0416,185.0416,185.0416,185.0416,7884.0
2019-05-21 13-45,185.035,185.035,185.035,185.035,3698.0
2019-05-21 13-46,185.035,185.035,185.035,185.035,0.0
2019-05-21 13-47,185.02,185.02,185.02,185.02,4452.0
2019-05-21 13-48,185.16,185.16,185.16,185.16,23053.0
2019-05-21 13-49,185.15,185.15,185.15,185.15,6595.0
2019-05-21 13-50,185.1878,185.1878,185.1878,185.1878,4372.0
2019-05-21 13-51,185.18,185.18,185.18,185.18,9489.0
2019-05-21 13-52,185.25,185.25,185.25,185.25,10857.0
2019-05-21 13-53,185.26,185.26,185.26,185.26,6515.0
2019-05-21 13-54,185.2396,185.2396,185.2396,185.2396,14585.0
2019-05-21 13-55,185.18,185.18,185.18,185.18,6345.0
2019-05-21 13-56,185.2173,185.2173,185.2173,185.2173,21459.0
2019-05-21 13-57,185.229,185.229,185.229,185.229,5600.0
2019-05-21 13-58,185.19,185.19,185.19,185.19,4353.0
2019-05-21 13-59,185.33,185.33,185.33,185.33,10799.0
2019-05-21 14-00,185.3,185.3,185.3,185.3,17188.0
2019-05-21 14-01,185.34,185.34,185.34,185.34,3300.0
2019-05-21 14-02,185.27,185.27,185.27,185.27,3274.0
2019-05-21 14-03,185.33,185.33,185.33,185.33,10034.0
2019-05-21 14-04,185.2841,185.2841,185.2841,185.2841,4779.0
2019-05-21 14-05,185.2841,185.2841,185.2841,185.2841,0.0
2019-05-21 14-06,185.28,185.28,185.28,185.28,8731.0
2019-05-21 14-07,185.3,185.3,185.3,185.3,4270.0
2019-05-21 14-08,185.3,185.3,185.3,185.3,0.0
2019-05-21 14-09,185.3,185.3,185.3,185.3,25429.0
2019-05-21 14-10,185.17,185.17,185.17,185.17,8081.0
2019-05-21 14-11,185.24,185.24,185.24,185.24,15004.0
2019-05-21 14-12,185.1417,185.1417,185.1417,185.1417,7039.0
2019-05-21 14-13,185.1417,185.1417,185.1417,185.1417,0.0
2019-05-21 14-14,185.01,185.01,185.01,185.01,6434.0
2019-05-21 14-15,185.09,185.09,185.09,185.09,14766.0
2019-05-21 14-16,185.09,185.09,185.09,185.09,7319.0
2019-05-21 14-17,185.1,185.1,185.1,185.1,3914.0
2019-05-21 14-18,185.22,185.22,185.22,185.22,5081.0
2019-05-21 14-19,185.11,185.11,185.11,185.11,9601.0
2019-05-21 14-20,185.04,185.04,185.04,185.04,4917.0
2019-05-21 14-21,185.04,185.04,185.04,185.04,0.0
2019-05-21 14-22,185.04,185.04,185.04,185.04,4201.0
2019-05-21 14-23,185.13,185.13,185.13,185.13,13860.0
2019-05-21 14-24,185.13,185.13,185.13,185.13,0.0
2019-05-21 14-25,185.06,185.06,185.06,185.06,5176.0
2019-05-21 14-26,185.04,185.04,185.04,185.04,6362.0
2019-05-21 14-27,185.15,185.15,185.15,185.15,5989.0
2019-05-21 14-28,185.15,185.15,185.15,185.15,0.0
2019-05-21 14-29,185.29,185.29,185.29,185.29,8675.0
2019-05-21 14-30,185.263,185.263,185.263,185.263,15007.0
2019-05-21 14-31,185.2058,185.2058,185.2058,185.2058,11521.0
2019-05-21 14-32,185.2058,185.2058,185.2058,185.2058,0.0
2019-05-21 14-33,185.23,185.23,185.23,185.23,7154.0
2019-05-21 14-34,185.235,185.235,185.235,185.235,2811.0
2019-05-21 14-35,185.1414,185.1414,185.1414,185.1414,9028.0
2019-05-21 14-36,185.11,185.11,185.11,185.11,18528.0
2019-05-21 14-37,185.0,185.0,185.0,185.0,4056.0
2019-05-21 14-38,185.0,185.0,185.0,185.0,15423.0
2019-05-21 14-39,185.0,185.0,185.0,185.0,0.0
2019-05-21 14-40,185.1,185.1,185.1,185.1,11952.0
2019-05-21 14-41,185.1,185.1,185.1,185.1,0.0
2019-05-21 14-42,185.1,185.1,185.1,185.1,13485.0
2019-05-21 14-43,185.06,185.06,185.06,185.06,11671.0
2019-05-21 14-44,185.11,185.11,185.11,185.11,5736.0
2019-05-21 14-45,185.0944,185.0944,185.0944,185.0944,6458.0
2019-05-21 14-46,185.05,185.05,185.05,185.05,4978.0
2019-05-21 14-47,185.11,185.11,185.11,185.11,14734.0
2019-05-21 14-48,184.975,184.975,184.975,184.975,23199.0
2019-05-21 14-49,184.91,184.91,184.91,184.91,14425.0
2019-05-21 14-50,184.9777,184.9777,184.9777,184.9777,14372.0
2019-05-21 14-51,184.9777,184.9777,184.9777,184.9777,0.0
2019-05-21 14-52,184.9065,184.9065,184.9065,184.9065,20084.0
2019-05-21 14-53,184.9065,184.9065,184.9065,184.9065,0.0
2019-05-21 14-54,184.75,184.75,184.75,184.75,29834.0
2019-05-21 14-55,184.73,184.73,184.73,184.73,17032.0
2019-05-21 14-56,184.66,184.66,184.66,184.66,17518.0
2019-05-21 14-57,184.7228,184.7228,184.7228,184.7228,12678.0
2019-05-21 14-58,184.68,184.68,184.68,184.68,19295.0
2019-05-21 14-59,184.68,184.68,184.68,184.68,0.0
2019-05-21 15-00,184.62,184.62,184.62,184.62,10189.0
2019-05-21 15-01,184.62,184.62,184.62,184.62,0.0
2019-05-21 15-02,184.64,184.64,184.64,184.64,28345.0
2019-05-21 15-03,184.69,184.69,184.69,184.69,21199.0
2019-05-21 15-04,184.7607,184.7607,184.7607,184.7607,20510.0
2019-05-21 15-05,184.84,184.84,184.84,184.84,5854.0
2019-05-21 15-06,184.83,184.83,184.83,184.83,8102.0
2019-05-21 15-07,184.9,184.9,184.9,184.9,11928.0
2019-05-21 15-08,184.86,184.86,184.86,184.86,12657.0
2019-05-21 15-09,184.89,184.89,184.89,184.89,8382.0
2019-05-21 15-10,184.89,184.89,184.89,184.89,2271.0
2019-05-21 15-11,184.9,184.9,184.9,184.9,12521.0
2019-05-21 15-12,184.9,184.9,184.9,184.9,0.0
2019-05-21 15-13,184.9,184.9,184.9,184.9,13534.0
2019-05-21 15-14,184.9,184.9,184.9,184.9,0.0
2019-05-21 15-15,184.91,184.91,184.91,184.91,9701.0
2019-05-21 15-16,184.83,184.83,184.83,184.83,5113.0
2019-05-21 15-17,184.7458,184.7458,184.7458,184.7458,21625.0
2019-05-21 15-18,184.7458,184.7458,184.7458,184.7458,0.0
2019-05-21 15-19,184.735,184.735,184.735,184.735,11654.0
2019-05-21 15-20,184.8696,184.8696,184.8696,184.8696,13908.0
2019-05-21 15-21,184.9,184.9,184.9,184.9,14472.0
2019-05-21 15-22,184.81,184.81,184.81,184.81,7092.0
2019-05-21 15-23,184.78,184.78,184.78,184.78,12254.0
2019-05-21 15-24,184.92,184.92,184.92,184.92,10989.0
2019-05-21 15-25,184.92,184.92,184.92,184.92,0.0
2019-05-21 15-26,184.95,184.95,184.95,184.95,6852.0
2019-05-21 15-27,184.95,184.95,184.95,184.95,0.0
2019-05-21 15-28,184.91,184.91,184.91,184.91,17829.0
2019-05-21 15-29,184.91,184.91,184.91,184.91,0.0
2019-05-21 15-30,184.95,184.95,184.95,184.95,30262.0
2019-05-21 15-31,185.041,185.041,185.041,185.041,13788.0
2019-05-21 15-32,185.04,185.04,185.04,185.04,41095.0
2019-05-21 15-33,184.98,184.98,184.98,184.98,13583.0
2019-05-21 15-34,185.04,185.04,185.04,185.04,8831.0
2019-05-21 15-35,184.99,184.99,184.99,184.99,7823.0
2019-05-21 15-36,185.0,185.0,185.0,185.0,12155.0
2019-05-21 15-37,184.99,184.99,184.99,184.99,9782.0
2019-05-21 15-38,184.89,184.89,184.89,184.89,18717.0
2019-05-21 15-39,184.89,184.89,184.89,184.89,0.0
2019-05-21 15-40,184.915,184.915,184.915,184.915,18260.0
2019-05-21 15-41,184.89,184.89,184.89,184.89,25550.0
2019-05-21 15-42,184.89,184.89,184.89,184.89,0.0
2019-05-21 15-43,184.81,184.81,184.81,184.81,14256.0
2019-05-21 15-44,184.83,184.83,184.83,184.83,11027.0
2019-05-21 15-45,184.8346,184.8346,184.8346,184.8346,9126.0
2019-05-21 15-46,184.8402,184.8402,184.8402,184.8402,23689.0
2019-05-21 15-47,184.8402,184.8402,184.8402,184.8402,0.0
2019-05-21 15-48,184.83,184.83,184.83,184.83,42104.0
2019-05-21 15-49,184.805,184.805,184.805,184.805,30410.0
2019-05-21 15-50,184.77,184.77,184.77,184.77,24199.0
2019-05-21 15-51,184.775,184.775,184.775,184.775,13793.0
2019-05-21 15-52,184.6955,184.6955,184.6955,184.6955,24583.0
2019-05-21 15-53,184.68,184.68,184.68,184.68,27818.0
2019-05-21 15-54,184.96,184.96,184.96,184.96,43196.0
2019-05-21 15-55,184.98,184.98,184.98,184.98,49561.0
2019-05-21 15-56,184.89,184.89,184.89,184.89,53751.0
2019-05-21 15-57,184.89,184.89,184.89,184.89,0.0
2019-05-21 15-58,184.933,184.933,184.933,184.933,85268.0
2019-05-21 15-59,184.84,184.84,184.84,184.84,61606.0
2019-05-21 16-00,184.82,184.82,184.82,184.82,801080.0
2019-05-22 09-30,184.81,184.81,184.81,184.81,41585.0
2019-05-22 09-31,184.012,184.012,184.012,184.012,238658.0
2019-05-22 09-32,184.58,184.58,184.58,184.58,61205.0
2019-05-22 09-33,185.08,185.08,185.08,185.08,92100.0
2019-05-22 09-34,185.25,185.25,185.25,185.25,66372.0
2019-05-22 09-35,185.59,185.59,185.59,185.59,103654.0
2019-05-22 09-36,185.43,185.43,185.43,185.43,33705.0
2019-05-22 09-38,185.0844,185.0844,185.0844,185.0844,76068.0
2019-05-22 09-39,185.4654,185.4654,185.4654,185.4654,30162.0
2019-05-22 09-40,185.5301,185.5301,185.5301,185.5301,29580.0
2019-05-22 09-41,185.55,185.55,185.55,185.55,28964.0
2019-05-22 09-42,185.55,185.55,185.55,185.55,0.0
2019-05-22 09-43,185.45,185.45,185.45,185.45,35405.0
2019-05-22 09-44,185.31,185.31,185.31,185.31,27952.0
2019-05-22 09-45,185.44,185.44,185.44,185.44,26170.0
2019-05-22 09-46,185.27,185.27,185.27,185.27,50232.0
2019-05-22 09-47,185.19,185.19,185.19,185.19,18069.0
2019-05-22 09-48,185.365,185.365,185.365,185.365,54855.0
2019-05-22 09-49,185.365,185.365,185.365,185.365,0.0
2019-05-22 09-50,185.15,185.15,185.15,185.15,18137.0
2019-05-22 09-51,185.15,185.15,185.15,185.15,0.0
2019-05-22 09-52,185.02,185.02,185.02,185.02,41974.0
2019-05-22 09-53,185.16,185.16,185.16,185.16,18177.0
2019-05-22 09-54,185.12,185.12,185.12,185.12,10503.0
2019-05-22 09-55,185.52,185.52,185.52,185.52,30941.0
2019-05-22 09-56,185.52,185.52,185.52,185.52,28332.0
2019-05-22 09-57,185.39,185.39,185.39,185.39,38874.0
2019-05-22 09-58,185.39,185.39,185.39,185.39,0.0
2019-05-22 09-59,185.53,185.53,185.53,185.53,20014.0
2019-05-22 10-00,185.53,185.53,185.53,185.53,0.0
2019-05-22 10-01,185.8,185.8,185.8,185.8,91031.0
2019-05-22 10-02,185.85,185.85,185.85,185.85,79042.0
2019-05-22 10-03,185.85,185.85,185.85,185.85,0.0
2019-05-22 10-04,185.71,185.71,185.71,185.71,16109.0
2019-05-22 10-05,185.71,185.71,185.71,185.71,14570.0
2019-05-22 10-06,185.5201,185.5201,185.5201,185.5201,20755.0
2019-05-22 10-07,185.79,185.79,185.79,185.79,27334.0
2019-05-22 10-08,185.7064,185.7064,185.7064,185.7064,14011.0
2019-05-22 10-09,185.78,185.78,185.78,185.78,18391.0
2019-05-22 10-10,185.86,185.86,185.86,185.86,46510.0
2019-05-22 10-11,185.7725,185.7725,185.7725,185.7725,24754.0
2019-05-22 10-12,185.7725,185.7725,185.7725,185.7725,0.0
2019-05-22 10-13,185.61,185.61,185.61,185.61,43478.0
2019-05-22 10-14,185.57,185.57,185.57,185.57,12692.0
2019-05-22 10-15,185.76,185.76,185.76,185.76,241560.0
2019-05-22 10-16,186.13,186.13,186.13,186.13,167980.0
2019-05-22 10-17,186.16,186.16,186.16,186.16,22450.0
2019-05-22 10-18,186.113,186.113,186.113,186.113,25893.0
2019-05-22 10-19,186.08,186.08,186.08,186.08,33191.0
2019-05-22 10-20,186.08,186.08,186.08,186.08,0.0
2019-05-22 10-21,186.14,186.14,186.14,186.14,14256.0
2019-05-22 10-22,186.14,186.14,186.14,186.14,0.0
2019-05-22 10-23,186.03,186.03,186.03,186.03,79796.0
2019-05-22 10-24,186.34,186.34,186.34,186.34,12734.0
2019-05-22 10-25,186.4,186.4,186.4,186.4,55041.0
2019-05-22 10-26,186.4,186.4,186.4,186.4,0.0
2019-05-22 10-27,186.335,186.335,186.335,186.335,24449.0
2019-05-22 10-28,186.335,186.335,186.335,186.335,0.0
2019-05-22 10-29,186.53,186.53,186.53,186.53,59818.0
2019-05-22 10-30,186.51,186.51,186.51,186.51,66716.0
2019-05-22 10-31,186.51,186.51,186.51,186.51,0.0
2019-05-22 10-32,186.52,186.52,186.52,186.52,49894.0
2019-05-22 10-33,186.365,186.365,186.365,186.365,41466.0
2019-05-22 10-34,186.25,186.25,186.25,186.25,26602.0
2019-05-22 10-35,186.21,186.21,186.21,186.21,37220.0
2019-05-22 10-36,186.21,186.21,186.21,186.21,0.0
2019-05-22 10-37,186.14,186.14,186.14,186.14,51410.0
2019-05-22 10-38,185.94,185.94,185.94,185.94,41518.0
2019-05-22 10-39,185.98,185.98,185.98,185.98,36220.0
2019-05-22 10-40,186.045,186.045,186.045,186.045,28520.0
2019-05-22 10-41,185.8193,185.8193,185.8193,185.8193,48277.0
2019-05-22 10-42,186.045,186.045,186.045,186.045,46300.0
2019-05-22 10-43,186.045,186.045,186.045,186.045,0.0
2019-05-22 10-44,186.0301,186.0301,186.0301,186.0301,13527.0
2019-05-22 10-45,186.0301,186.0301,186.0301,186.0301,0.0
