alert,cdi,code,detail,dmin,felt,gap,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
,,73095211,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73095211&format=geojson,0.0047,,60.0,",nc73095211,",1.11,md,,nc,36.0,"6km WNW of Cobb, CA",0.05,19,",nc,",reviewed,1539056477320,"M 1.1 - 6km WNW of Cobb, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539231423638,https://earthquake.usgs.gov/earthquakes/eventpage/nc73095211
,,70640052,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70640052&format=geojson,0.04686,,107.0,",hv70640052,us1000h94m,",3.29,ml,,hv,47.0,"0km NE of Pahala, Hawaii",0.1,167,",hv,us,",reviewed,1539055798000,"M 3.3 - 0km NE of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539112920150,https://earthquake.usgs.gov/earthquakes/eventpage/hv70640052
,,70640027,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70640027&format=geojson,0.02825,,62.0,",hv70640027,",2.0,ml,,hv,25.0,"22km ENE of Honaunau-Napoopoo, Hawaii",0.14,62,",hv,",reviewed,1539055269110,"M 2.0 - 22km ENE of Honaunau-Napoopoo, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539138873470,https://earthquake.usgs.gov/earthquakes/eventpage/hv70640027
,,70639987,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70639987&format=geojson,0.04283,,187.0,",hv70639987,",1.7,md,,hv,39.0,"10km SSE of Pahala, Hawaii",0.09,44,",hv,",reviewed,1539054116490,"M 1.7 - 10km SSE of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539124941290,https://earthquake.usgs.gov/earthquakes/eventpage/hv70639987
,,1000h94d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h94d&format=geojson,3.78,,123.0,",us1000h94d,",4.4,mb,,us,,"293km NNE of Ndoi Island, Fiji",0.94,298,",us,",reviewed,1539054088200,"M 4.4 - 293km NNE of Ndoi Island, Fiji",0,earthquake,",geoserve,origin,phase-data,",-720.0,1539055988040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h94d
,,2018282005,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018282005&format=geojson,0.1614,,200.0,",pr2018282005,",2.22,md,,pr,13.0,"11km SSE of Tallaboa, Puerto Rico",0.19,76,",pr,",reviewed,1539054067420,"M 2.2 - 11km SSE of Tallaboa, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240.0,1539070193965,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018282005
,,00660144,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660144&format=geojson,0.199,,186.22,",nn00660144,",1.4,ml,,nn,8.0,"27km SSW of Hawthorne, Nevada",0.175,30,",nn,",reviewed,1539053695301,"M 1.4 - 27km SSW of Hawthorne, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539137055270,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660144
,,38317952,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317952&format=geojson,0.02456,,43.0,",ci38317952,",1.1,ml,,ci,54.0,"2km WNW of Cabazon, CA",0.18,19,",ci,",reviewed,1539053505980,"M 1.1 - 2km WNW of Cabazon, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539096651260,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317952
,,37197852,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37197852&format=geojson,0.02311,,97.0,",ci37197852,",0.26,ml,,ci,17.0,"9km NE of Aguanga, CA",0.09,1,",ci,",reviewed,1539053503580,"M 0.3 - 9km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539096973977,https://earthquake.usgs.gov/earthquakes/eventpage/ci37197852
,,2018282004,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018282004&format=geojson,0.0571,,222.0,",pr2018282004,",1.12,md,,pr,6.0,"1km NE of Lamboglia, Puerto Rico",0.25,19,",pr,",reviewed,1539053045040,"M 1.1 - 1km NE of Lamboglia, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240.0,1539063153320,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018282004
,,70639957,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70639957&format=geojson,0.03972,,44.0,",hv70639957,",2.18,ml,,hv,24.0,"22km ENE of Honaunau-Napoopoo, Hawaii",0.12,73,",hv,",reviewed,1539053012300,"M 2.2 - 22km ENE of Honaunau-Napoopoo, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539055129890,https://earthquake.usgs.gov/earthquakes/eventpage/hv70639957
,,20273919,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273919&format=geojson,,,,",ak20273919,",1.6,ml,,ak,,"55km WNW of Talkeetna, Alaska",0.56,39,",ak,",automatic,1539052924873,"M 1.6 - 55km WNW of Talkeetna, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539053110003,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273919
,,73095206,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73095206&format=geojson,0.01168,,33.0,",nc73095206,",1.54,md,,nc,43.0,"4km W of Cobb, CA",0.07,36,",nc,",reviewed,1539052737220,"M 1.5 - 4km W of Cobb, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539225306063,https://earthquake.usgs.gov/earthquakes/eventpage/nc73095206
,,2018282003,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018282003&format=geojson,0.0586,,223.0,",pr2018282003,",1.43,md,,pr,6.0,"1km ENE of Lamboglia, Puerto Rico",0.07,31,",pr,",reviewed,1539052499560,"M 1.4 - 1km ENE of Lamboglia, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240.0,1539063339353,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018282003
,,60300142,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60300142&format=geojson,0.1645,,93.0,",uu60300142,",0.96,ml,,uu,17.0,"10km WNW of Monroe, Utah",0.19,14,",uu,",reviewed,1539052119950,"M 1.0 - 10km WNW of Monroe, Utah",0,earthquake,",geoserve,origin,phase-data,",-420.0,1539098846450,https://earthquake.usgs.gov/earthquakes/eventpage/uu60300142
,,20273913,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273913&format=geojson,,,,",ak20273913,",2.1,ml,,ak,,"76km WSW of Cantwell, Alaska",0.26,68,",ak,",automatic,1539051906078,"M 2.1 - 76km WSW of Cantwell, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539052310901,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273913
,,38317944,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317944&format=geojson,0.02602,,37.0,",ci38317944,",0.64,ml,,ci,27.0,"9km NE of Aguanga, CA",0.18,6,",ci,",reviewed,1539051151150,"M 0.6 - 9km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539091425125,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317944
,,00660211,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660211&format=geojson,0.141,,265.72,",nn00660211,",0.2,ml,,nn,8.0,"43km SW of Beatty, Nevada",0.1397,1,",nn,",reviewed,1539050951607,"M 0.2 - 43km SW of Beatty, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539137083431,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660211
,,70639877,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70639877&format=geojson,0.03153,,70.0,",hv70639877,",2.32,ml,,hv,37.0,"22km ENE of Honaunau-Napoopoo, Hawaii",0.11,83,",hv,",reviewed,1539050926480,"M 2.3 - 22km ENE of Honaunau-Napoopoo, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539054866190,https://earthquake.usgs.gov/earthquakes/eventpage/hv70639877
,,20273906,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273906&format=geojson,,,,",ak20273906,",1.2,ml,,ak,,"17km WSW of Salcha, Alaska",0.7,22,",ak,",automatic,1539050381832,"M 1.2 - 17km WSW of Salcha, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539050672230,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273906
,,73095201,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73095201&format=geojson,0.01167,,76.0,",nc73095201,",0.88,md,,nc,16.0,"6km NNW of The Geysers, CA",0.02,12,",nc,",automatic,1539049809400,"M 0.9 - 6km NNW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539051722638,https://earthquake.usgs.gov/earthquakes/eventpage/nc73095201
,3.1,1000h93j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h93j&format=geojson,0.699,5.0,136.0,",us1000h93j,",4.9,mb,,us,,"46km SSE of Quepos, Costa Rica",1.37,371,",us,",reviewed,1539049687370,"M 4.9 - 46km SSE of Quepos, Costa Rica",0,earthquake,",dyfi,geoserve,origin,phase-data,",-360.0,1539314794684,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h93j
,,00660131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660131&format=geojson,0.06,,62.53,",nn00660131,",0.1,ml,,nn,14.0,"47km ESE of Beatty, Nevada",0.0969,0,",nn,",reviewed,1539049396617,"M 0.1 - 47km ESE of Beatty, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539137052994,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660131
,,20273901,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273901&format=geojson,,,,",ak20273901,",2.9,ml,,ak,,"71km S of Kaktovik, Alaska",0.77,129,",ak,",automatic,1539049179714,"M 2.9 - 71km S of Kaktovik, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539049559585,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273901
,,20273899,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273899&format=geojson,,,,",ak20273899,",1.7,ml,,ak,,"49km N of Nikiski, Alaska",0.54,44,",ak,",automatic,1539049161951,"M 1.7 - 49km N of Nikiski, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539049458215,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273899
,,38317928,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317928&format=geojson,0.0629,,106.0,",ci38317928,nn00660209,",0.97,ml,,ci,17.0,"6km NNE of Coso Junction, CA",0.15,14,",ci,nn,",reviewed,1539048739690,"M 1.0 - 6km NNE of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539137081404,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317928
,,70806394,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av70806394&format=geojson,0.02424,,133.0,",av70806394,",-0.36,ml,,av,5.0,"42km ENE of Adak, Alaska",0.06,0,",av,",reviewed,1539048243040,"M -0.4 - 42km ENE of Adak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539128248680,https://earthquake.usgs.gov/earthquakes/eventpage/av70806394
,,61794316,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av61794316&format=geojson,0.02074,,121.0,",av61794316,",-0.56,ml,,av,5.0,"41km ENE of Adak, Alaska",0.16,0,",av,",reviewed,1539048234160,"M -0.6 - 41km ENE of Adak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539128149910,https://earthquake.usgs.gov/earthquakes/eventpage/av61794316
,,00660130,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660130&format=geojson,0.179,,96.26,",nn00660130,",0.9,ml,,nn,10.0,"51km SSE of Hawthorne, Nevada",0.1903,12,",nn,",reviewed,1539048205877,"M 0.9 - 51km SSE of Hawthorne, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539137048894,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660130
,,38317912,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317912&format=geojson,0.0899,,41.0,",ci38317912,",1.74,ml,,ci,63.0,"7km SSW of Redlands, CA",0.18,47,",ci,",reviewed,1539048092940,"M 1.7 - 7km SSW of Redlands, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539091422968,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317912
,,2018282002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018282002&format=geojson,0.0423,,117.0,",pr2018282002,",1.06,md,,pr,6.0,"2km WSW of Cayey, Puerto Rico",0.2,17,",pr,",reviewed,1539047491980,"M 1.1 - 2km WSW of Cayey, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240.0,1539063090960,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018282002
,,2018282001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018282001&format=geojson,0.0819,,247.0,",pr2018282001,",0.63,md,,pr,3.0,"5km SE of Arroyo, Puerto Rico",0.12,6,",pr,",reviewed,1539047316660,"M 0.6 - 5km SE of Arroyo, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240.0,1539063045400,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018282001
,,38317904,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317904&format=geojson,0.01583,,208.0,",ci38317904,",0.28,ml,,ci,13.0,"9km NE of Aguanga, CA",0.08,1,",ci,",reviewed,1539047243090,"M 0.3 - 9km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539104008336,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317904
,,80312909,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80312909&format=geojson,0.124,,101.0,",mb80312909,",1.41,ml,,mb,11.0,"15km SE of Lincoln, Montana",0.14,31,",mb,",reviewed,1539047150440,"M 1.4 - 15km SE of Lincoln, Montana",0,earthquake,",geoserve,origin,phase-data,",-420.0,1539113312790,https://earthquake.usgs.gov/earthquakes/eventpage/mb80312909
,,80313444,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80313444&format=geojson,0.081,,126.0,",mb80313444,",0.97,ml,,mb,9.0,"10km ESE of Lincoln, Montana",0.1,14,",mb,",reviewed,1539046577930,"M 1.0 - 10km ESE of Lincoln, Montana",0,earthquake,",geoserve,origin,phase-data,",-420.0,1539209816870,https://earthquake.usgs.gov/earthquakes/eventpage/mb80313444
,,73095191,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73095191&format=geojson,0.01956,,74.0,",nc73095191,",0.96,md,,nc,11.0,"1km NNW of The Geysers, CA",0.03,14,",nc,",automatic,1539046019090,"M 1.0 - 1km NNW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539048842377,https://earthquake.usgs.gov/earthquakes/eventpage/nc73095191
,,38317888,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317888&format=geojson,0.01386,,30.0,",ci38317888,",0.74,ml,,ci,45.0,"2km SW of Lake Henshaw, CA",0.16,8,",ci,",reviewed,1539045645050,"M 0.7 - 2km SW of Lake Henshaw, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539095322612,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317888
,,2018282000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018282000&format=geojson,0.6491,,232.0,",pr2018282000,",2.27,md,,pr,3.0,"64km N of Punta Cana, Dominican Republic",0.19,79,",pr,",reviewed,1539045581430,"M 2.3 - 64km N of Punta Cana, Dominican Republic",0,earthquake,",geoserve,origin,phase-data,",-300.0,1539063016296,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018282000
,,73095186,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73095186&format=geojson,0.005207,,87.0,",nc73095186,",1.14,md,,nc,20.0,"10km NW of The Geysers, CA",0.05,20,",nc,",automatic,1539045249450,"M 1.1 - 10km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539047163209,https://earthquake.usgs.gov/earthquakes/eventpage/nc73095186
,,20273884,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273884&format=geojson,,,,",ak20273884,",1.2,ml,,ak,,"33km SE of Healy, Alaska",1.21,22,",ak,",automatic,1539044520397,"M 1.2 - 33km SE of Healy, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539044724791,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273884
,,00660208,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660208&format=geojson,0.146,,234.41,",nn00660208,",-0.5,ml,,nn,9.0,"37km NNW of Pahrump, Nevada",0.1497,0,",nn,",reviewed,1539044317867,"M -0.5 - 37km NNW of Pahrump, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539137079446,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660208
,,20273878,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273878&format=geojson,,,,",ak20273878,",1.3,ml,,ak,,"37km W of Talkeetna, Alaska",0.72,26,",ak,",automatic,1539044120177,"M 1.3 - 37km W of Talkeetna, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539044917050,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273878
,,20273876,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273876&format=geojson,,,,",ak20273876,",2.8,ml,,ak,,"251km SE of Kodiak, Alaska",0.84,121,",ak,",reviewed,1539044038216,"M 2.8 - 251km SE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539099537688,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273876
,,20273875,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273875&format=geojson,,,,",ak20273875,",1.9,ml,,ak,,"54km ENE of Noatak, Alaska",1.0,56,",ak,",automatic,1539043995498,"M 1.9 - 54km ENE of Noatak, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539044461189,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273875
,,38317872,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317872&format=geojson,0.03502,,112.0,",ci38317872,",0.73,ml,,ci,20.0,"4km SW of Idyllwild, CA",0.09,8,",ci,",reviewed,1539043748690,"M 0.7 - 4km SW of Idyllwild, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539045087018,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317872
,,61794276,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av61794276&format=geojson,,,219.0,",av61794276,",1.8,ml,,av,11.0,"35km SW of Tanaga Volcano, Alaska",0.3,50,",av,",reviewed,1539043454510,"M 1.8 - 35km SW of Tanaga Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539127676330,https://earthquake.usgs.gov/earthquakes/eventpage/av61794276
,,38317864,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317864&format=geojson,0.1003,,57.0,",ci38317864,",1.22,ml,,ci,18.0,"5km NW of Boron, CA",0.15,23,",ci,",reviewed,1539043180440,"M 1.2 Quarry Blast - 5km NW of Boron, CA",0,quarry blast,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539044799096,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317864
,,20273867,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273867&format=geojson,,,,",ak20273867,us1000h92f,",3.1,ml,,ak,,"114km NNW of Arctic Village, Alaska",0.77,148,",ak,us,",automatic,1539043069277,"M 3.1 - 114km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539045800040,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273867
,,60300132,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60300132&format=geojson,0.09241,,85.0,",uu60300132,",1.59,ml,,uu,15.0,"36km SE of Salina, Utah",0.21,39,",uu,",reviewed,1539042688930,"M 1.6 - 36km SE of Salina, Utah",0,earthquake,",geoserve,origin,phase-data,",-420.0,1539094783470,https://earthquake.usgs.gov/earthquakes/eventpage/uu60300132
,,20273843,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273843&format=geojson,,,,",ak20273843,",2.1,ml,,ak,,"39km SE of Redoubt Volcano, Alaska",0.42,68,",ak,",automatic,1539042016974,"M 2.1 - 39km SE of Redoubt Volcano, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539042588664,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273843
,,38317848,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317848&format=geojson,0.1061,,264.0,",ci38317848,",0.6,ml,,ci,12.0,"5km WNW of Coso Junction, CA",0.15,6,",ci,",reviewed,1539041970450,"M 0.6 - 5km WNW of Coso Junction, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,",-480.0,1539044691027,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317848
,,73095181,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73095181&format=geojson,0.00538,,64.0,",nc73095181,",1.22,md,,nc,37.0,"9km NW of The Geysers, CA",0.05,23,",nc,",reviewed,1539041386020,"M 1.2 - 9km NW of The Geysers, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539214262719,https://earthquake.usgs.gov/earthquakes/eventpage/nc73095181
,,73095176,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73095176&format=geojson,0.01428,,72.0,",nc73095176,",0.91,md,,nc,16.0,"9km NW of The Geysers, CA",0.02,13,",nc,",automatic,1539041374570,"M 0.9 - 9km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539043322825,https://earthquake.usgs.gov/earthquakes/eventpage/nc73095176
,,20273835,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273835&format=geojson,,,,",ak20273835,",2.3,ml,,ak,,"66km SSW of Homer, Alaska",0.56,81,",ak,",automatic,1539041293501,"M 2.3 - 66km SSW of Homer, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539041607002,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273835
,,20273828,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273828&format=geojson,,,,",ak20273828,",1.9,ml,,ak,,"63km WNW of Anchor Point, Alaska",0.43,56,",ak,",automatic,1539040822770,"M 1.9 - 63km WNW of Anchor Point, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539041131731,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273828
,,80313284,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80313284&format=geojson,0.108,,206.0,",mb80313284,",0.28,ml,,mb,4.0,"5km E of Whitehall, Montana",0.02,1,",mb,",reviewed,1539040599880,"M 0.3 Quarry Blast - 5km E of Whitehall, Montana",0,quarry blast,",geoserve,origin,phase-data,",-420.0,1539192473050,https://earthquake.usgs.gov/earthquakes/eventpage/mb80313284
,,1000h92e,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h92e&format=geojson,5.854,,144.0,",us1000h92e,",4.7,mb,,us,,"213km ENE of Kuril'sk, Russia",0.68,340,",us,",reviewed,1539040479410,"M 4.7 - 213km ENE of Kuril'sk, Russia",0,earthquake,",geoserve,origin,phase-data,",600.0,1539063813040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h92e
,,20273806,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273806&format=geojson,,,,",ak20273806,",3.2,ml,,ak,,"66km SSW of Homer, Alaska",0.72,158,",ak,",reviewed,1539040005201,"M 3.2 - 66km SSW of Homer, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539041950837,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273806
,,38317824,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci38317824&format=geojson,0.01514,,33.0,",ci38317824,",0.97,ml,,ci,38.0,"9km NE of Aguanga, CA",0.15,14,",ci,",reviewed,1539039487670,"M 1.0 - 9km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,",-480.0,1539041368560,https://earthquake.usgs.gov/earthquakes/eventpage/ci38317824
,,20273800,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273800&format=geojson,,,,",ak20273800,",1.4,ml,,ak,,"21km NNE of Badger, Alaska",0.57,30,",ak,",automatic,1539039454583,"M 1.4 - 21km NNE of Badger, Alaska",0,earthquake,",geoserve,origin,",-540.0,1539039944915,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273800
,,1000h91r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h91r&format=geojson,3.585,,85.0,",us1000h91r,",4.3,mb,,us,,"144km SE of Kuqa, China",0.74,284,",us,",reviewed,1539039313250,"M 4.3 - 144km SE of Kuqa, China",0,earthquake,",geoserve,origin,phase-data,",480.0,1539063456040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h91r
,,00660113,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00660113&format=geojson,0.138,,118.44,",nn00660113,",1.6,ml,,nn,22.0,"72km N of Tonopah, Nevada",0.4906,39,",nn,",reviewed,1539039225480,"M 1.6 Explosion - 72km N of Tonopah, Nevada",0,explosion,",geoserve,origin,phase-data,",-480.0,1539050796791,https://earthquake.usgs.gov/earthquakes/eventpage/nn00660113
,,61427617,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw61427617&format=geojson,0.02869,,293.0,",uw61427617,",0.92,ml,,uw,4.0,"9km N of Belfair, Washington",0.05,13,",uw,",reviewed,1539038995900,"M 0.9 - 9km N of Belfair, Washington",0,earthquake,",geoserve,origin,phase-data,",-480.0,1539046402540,https://earthquake.usgs.gov/earthquakes/eventpage/uw61427617
,,73095171,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73095171&format=geojson,0.01158,,103.0,",nc73095171,",0.7,md,,nc,16.0,"11km E of Mammoth Lakes, CA",0.03,8,",nc,",reviewed,1539038721960,"M 0.7 - 11km E of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1539114183283,https://earthquake.usgs.gov/earthquakes/eventpage/nc73095171
,,70639612,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70639612&format=geojson,0.07774,,36.0,",hv70639612,us1000h912,",2.6,ml,,hv,45.0,"17km N of Pahala, Hawaii",0.12,104,",hv,us,",reviewed,1539038706850,"M 2.6 - 17km N of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539307459040,https://earthquake.usgs.gov/earthquakes/eventpage/hv70639612
,,70639592,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70639592&format=geojson,0.0105,,31.0,",hv70639592,",2.04,ml,,hv,24.0,"5km SW of Volcano, Hawaii",0.06,64,",hv,",reviewed,1539038321710,"M 2.0 - 5km SW of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539219256760,https://earthquake.usgs.gov/earthquakes/eventpage/hv70639592
