mag,magType,time,place,tsunami,parsed_place
2.5,ml,1539197591606,"168km SSE of Yakutat, Alaska",0,Alaska
0.54,ml,1539197371810,"9km NE of Aguanga, CA",0,California
6.0,mww,1539197095310,"39km NNE of Sumberanyar, Indonesia",0,Indonesia
1.7,ml,1539196991393,"120km NNW of Arctic Village, Alaska",0,Alaska
0.7,ml,1539196973760,"9km ENE of Aguanga, CA",0,California
0.44,ml,1539196294000,"10km NE of Aguanga, CA",0,California
4.1,mb,1539195386910,"75km WNW of San Antonio de los Cobres, Argentina",0,Argentina
1.7,ml,1539195289787,"73km SSW of Kobuk, Alaska",0,Alaska
0.81,ml,1539195179850,"16km SSW of Oasis, CA",0,California
0.94,ml,1539193846560,"8km SW of Idyllwild, CA",0,California
4.6,mb,1539193734980,"56km SW of Canete, Chile",0,Chile
2.4,ml,1539193641460,"7km W of Newport Beach, CA",0,California
1.8,ml,1539193324424,"110km NNW of Arctic Village, Alaska",0,Alaska
4.1,mb,1539193299050,"88km S of Putre, Chile",0,Chile
1.32,md,1539193205360,"27km E of Honaunau-Napoopoo, Hawaii",0,Hawaii
0.79,ml,1539192985010,"9km NE of Aguanga, CA",0,California
1.5,ml,1539192916472,"57km NW of Healy, Alaska",0,Alaska
4.9,mb,1539192863630,"15km ENE of Kali, Indonesia",0,Indonesia
1.58,ml,1539192409290,"2km SSE of Enoch, Utah",0,Utah
0.64,md,1539192288470,"20km NW of Parkfield, CA",0,California
0.73,ml,1539191734950,"18km NNW of Borrego Springs, CA",0,California
2.1,ml,1539191259932,"127km NW of Arctic Village, Alaska",0,Alaska
1.23,md,1539190748640,"3km SSW of Anderson Springs, CA",0,California
2.18,md,1539190684950,"3km SSW of Anderson Springs, CA",0,California
2.63,md,1539190678910,"3km SSW of Anderson Springs, CA",0,California
1.45,md,1539190568320,"68km ENE of Old Faithful Geyser, Wyoming",0,Wyoming
1.0,ml,1539190387079,"39km SW of Gerlach-Empire, Nevada",0,Nevada
0.2,ml,1539189343722,"31km NNW of Beatty, Nevada",0,Nevada
1.19,ml,1539188958760,"10km NNW of Big Bear Lake, CA",0,California
5.1,mb,1539188307120,"72km SE of Kirakira, Solomon Islands",0,Solomon Islands
1.5,ml,1539188188850,"107km ENE of Circle, Alaska",0,Alaska
1.99,ml,1539187727500,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.91,md,1539187723890,"10km ENE of Milpitas, CA",0,California
0.98,md,1539187693370,"4km WSW of Volcano, Hawaii",0,Hawaii
1.49,ml,1539187090320,"4km SE of Home Gardens, CA",0,California
-0.62,md,1539187032560,"17km NNW of Polson, Montana",0,Montana
0.54,md,1539186862590,"6km WNW of Cobb, CA",0,California
1.19,ml,1539186591250,"15km WNW of Belfair, Washington",0,Washington
2.2,ml,1539186284535,"119km NNW of Arctic Village, Alaska",0,Alaska
1.35,ml,1539185954960,"3km WNW of Manhattan, Montana",0,Montana
0.56,ml,1539185227740,"7km ESE of Valle Vista, CA",0,California
2.0,ml,1539183464250,"112km NNW of Arctic Village, Alaska",0,Alaska
0.7,md,1539183434260,"5km NW of The Geysers, CA",0,California
2.2,ml,1539183382300,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
0.53,ml,1539183103210,"9km NE of Aguanga, CA",0,California
2.1,md,1539182506360,"10km S of Pole Ojea, Puerto Rico",0,Puerto Rico
2.08,md,1539182482590,"8km NW of Montgomery Creek, CA",0,California
0.77,ml,1539182290450,"7km NW of Garnet, CA",0,California
0.76,md,1539182162830,"6km WNW of Cobb, CA",0,California
1.8,ml,1539181911955,"72km SSW of Kaktovik, Alaska",0,Alaska
3.5,ml,1539181649660,"269km ESE of Kodiak, Alaska",0,Alaska
1.6,ml,1539181197873,"119km NNW of Arctic Village, Alaska",0,Alaska
2.1,ml,1539181149420,"34km ENE of Ensenada, B.C., MX",0,Mexico
0.56,md,1539180918410,"7km WNW of Cobb, CA",0,California
2.0,ml,1539180865026,"121km NNW of Arctic Village, Alaska",0,Alaska
1.6,ml,1539180713828,"120km NNW of Arctic Village, Alaska",0,Alaska
0.45,md,1539180500990,"9km WNW of Cobb, CA",0,California
0.44,ml,1539180120080,"10km NE of Aguanga, CA",0,California
1.19,md,1539180021930,"20km SSE of Livermore, CA",0,California
0.67,md,1539179925240,"7km WNW of The Geysers, CA",0,California
0.56,md,1539179439110,"8km WNW of The Geysers, CA",0,California
0.5,ml,1539179216230,"10km NE of Aguanga, CA",0,California
1.11,ml,1539179202480,"9km NE of Aguanga, CA",0,California
1.8,ml,1539178948540,"5km WSW of Volcano, Hawaii",0,Hawaii
1.84,ml,1539178765800,"8km NE of Aguanga, CA",0,California
1.99,ml,1539177793470,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.39,ml,1539177586640,"9km NE of Aguanga, CA",0,California
1.34,ml,1539177532010,"9km NE of Aguanga, CA",0,California
2.3,ml,1539177024439,"47km WNW of Nikiski, Alaska",0,Alaska
1.26,ml,1539176838150,"10km NE of Aguanga, CA",0,California
0.85,ml,1539176760740,"3km ENE of Manhattan, Montana",0,Montana
0.95,ml,1539176465430,"23km WNW of Lincoln, Montana",0,Montana
0.59,md,1539176350130,"6km WNW of Cobb, CA",0,California
1.03,ml,1539176069470,"9km N of Anza, CA",0,California
1.31,ml,1539175966750,"4km N of La Verne, CA",0,California
0.31,ml,1539175848930,"10km NE of Aguanga, CA",0,California
0.53,ml,1539175787780,"19km ESE of Anza, CA",0,California
1.39,ml,1539175392170,"19km ESE of Anza, CA",0,California
0.84,md,1539175155620,"10km ENE of Milpitas, CA",0,California
0.38,ml,1539174953420,"5km SW of Anza, CA",0,California
1.91,ml,1539174678840,"2km W of Manhattan, Montana",0,Montana
1.3,ml,1539173731384,"48km ENE of Cape Yakataga, Alaska",0,Alaska
1.6,ml,1539173725355,"5km S of Houston, Alaska",0,Alaska
0.88,md,1539173719400,"7km NW of The Geysers, CA",0,California
1.27,ml,1539173492240,"10km NNE of Waterville, Washington",0,Washington
2.6,ml,1539173115739,"59km SSW of Kaktovik, Alaska",0,Alaska
1.13,ml,1539172950140,"1km NW of Manhattan, Montana",0,Montana
1.88,ml,1539172857850,"13km SSE of Volcano, Hawaii",0,Hawaii
0.4,ml,1539172770875,"5km WSW of Dayton, Nevada",0,Nevada
0.6,ml,1539172754664,"24km WSW of Hawthorne, Nevada",0,Nevada
-0.52,ml,1539172712730,"14km W of Akutan, Alaska",0,Alaska
1.2,ml,1539172630046,"29km WSW of Hawthorne, Nevada",0,Nevada
2.8,ml,1539172430760,"2km NNW of Manhattan, Montana",0,Montana
2.39,md,1539172379820,"1km SSW of Boqueron, Puerto Rico",0,Puerto Rico
1.13,ml,1539171931880,"10km NNE of Julian, CA",0,California
0.31,md,1539171761040,"9km WNW of Cobb, CA",0,California
1.01,md,1539171431480,"17km WSW of Toms Place, CA",0,California
0.51,md,1539171421950,"9km WNW of Cobb, CA",0,California
0.43,md,1539171409990,"9km WNW of Cobb, CA",0,California
0.52,md,1539171093300,"8km E of Mammoth Lakes, CA",0,California
1.5,ml,1539170561343,"115km NW of Arctic Village, Alaska",0,Alaska
1.09,md,1539170122630,"9km NW of The Geysers, CA",0,California
1.9,ml,1539169953116,"119km NNW of Arctic Village, Alaska",0,Alaska
4.6,mb,1539169863170,"162km SSW of Ndoi Island, Fiji",0,Fiji
1.5,ml,1539169486014,"105km NNW of Arctic Village, Alaska",0,Alaska
0.57,md,1539168367520,"9km NW of The Geysers, CA",0,California
0.91,ml,1539167637590,"21km SE of Lincoln, Montana",0,Montana
0.7,ml,1539167606780,"6km NW of Lemmon Valley, Nevada",0,Nevada
0.28,ml,1539167606710,"23km NNW of Borrego Springs, CA",0,California
5.1,mb,1539167284630,"44km ENE of Prome, Burma",0,Burma
3.1,mb_lg,1539167093190,"7km NE of Luther, Oklahoma",0,Oklahoma
3.6,ml,1539166854039,"259km SE of Kodiak, Alaska",0,Alaska
1.3,ml,1539166019399,"27km SE of Lone Pine, California",0,California
0.99,ml,1539165937160,"23km NW of Friday Harbor, Washington",0,Washington
1.72,ml,1539165907760,"25km SSW of Nephi, Utah",0,Utah
1.17,md,1539165764280,"4km ESE of Oakland, CA",0,California
0.54,ml,1539165733420,"9km ENE of Aguanga, CA",0,California
4.5,mwr,1539164592480,"33km ENE of Yilan, Taiwan",0,Taiwan
0.94,md,1539164421120,"9km NW of The Geysers, CA",0,California
2.21,ml,1539163420060,"26km E of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.81,md,1539163048870,"9km NW of The Geysers, CA",0,California
1.6,ml,1539162081881,"54km NE of Y, Alaska",0,Alaska
0.43,md,1539162004340,"9km WNW of Cobb, CA",0,California
0.57,md,1539161890870,"9km NW of The Geysers, CA",0,California
1.56,md,1539161837240,"6km ESE of Bella Vista, CA",0,California
1.14,md,1539161537880,"9km WNW of Cobb, CA",0,California
1.05,md,1539161522580,"9km NW of The Geysers, CA",0,California
0.36,md,1539161506700,"10km NW of The Geysers, CA",0,California
1.08,md,1539161484100,"9km NW of The Geysers, CA",0,California
1.43,md,1539161410930,"9km NW of The Geysers, CA",0,California
1.63,md,1539161401680,"9km NW of The Geysers, CA",0,California
1.35,md,1539161387280,"9km NW of The Geysers, CA",0,California
2.22,md,1539161368560,"9km WNW of Cobb, CA",0,California
1.67,md,1539161348680,"9km NW of The Geysers, CA",0,California
1.05,md,1539161344090,"9km NW of The Geysers, CA",0,California
3.35,mw,1539161305600,"9km WNW of Cobb, CA",0,California
1.35,ml,1539160822540,"30km SSW of Toppenish, Washington",0,Washington
1.6,ml,1539160535091,"19km WSW of Whittier, Alaska",0,Alaska
2.0,ml,1539160341680,"76km N of Kobuk, Alaska",0,Alaska
1.7,ml,1539158752876,"125km NNW of Arctic Village, Alaska",0,Alaska
0.38,md,1539158738820,"2km W of Mammoth Lakes, CA",0,California
4.7,mb,1539158493650,"81km SSW of Masachapa, Nicaragua",0,Nicaragua
2.49,md,1539157316750,"31km NNW of San Antonio, Puerto Rico",0,Puerto Rico
1.7,ml,1539157301249,"118km NNW of Arctic Village, Alaska",0,Alaska
1.06,ml,1539156779890,"22km E of Mount Hood Village, Oregon",0,Oregon
2.1,ml,1539156366718,"125km NNW of Arctic Village, Alaska",0,Alaska
1.97,ml,1539155742760,"8km ENE of Aguanga, CA",0,California
0.89,ml,1539155614970,"10km ESE of Lincoln, Montana",0,Montana
1.7,ml,1539155520285,"119km NNW of Arctic Village, Alaska",0,Alaska
1.35,md,1539155412550,"29km E of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.07,md,1539154828730,"29km E of Honaunau-Napoopoo, Hawaii",0,Hawaii
0.87,ml,1539154804090,"11km SE of Lincoln, Montana",0,Montana
0.58,ml,1539154060440,"20km ESE of Anza, CA",0,California
0.19,md,1539153681240,"3km WSW of Mammoth Lakes, CA",0,California
1.01,md,1539153158020,"2km W of Mammoth Lakes, CA",0,California
5.0,ml,1539152878406,"61km SSW of Chignik Lake, Alaska",1,Alaska
0.79,ml,1539151783500,"14km SE of Lincoln, Montana",0,Montana
2.85,md,1539151140040,"127km NNE of Vieques, Puerto Rico",0,Puerto Rico
5.3,mb,1539150837980,"65km NNW of Lae, Papua New Guinea",1,Papua New Guinea
0.04,ml,1539150755440,"32km NNE of Amboy, Washington",0,Washington
2.08,md,1539150493500,"58km SE of Pahala, Hawaii",0,Hawaii
-0.5,ml,1539150379358,"51km NW of Beatty, Nevada",0,Nevada
1.8,ml,1539150086200,"52km SSW of Kaktovik, Alaska",0,Alaska
1.5,ml,1539149528164,"130km NNW of Arctic Village, Alaska",0,Alaska
1.5,ml,1539148992672,"99km NNW of Arctic Village, Alaska",0,Alaska
0.65,md,1539148796430,"2km W of Mammoth Lakes, CA",0,California
0.26,ml,1539148777050,"4km SW of Anza, CA",0,California
0.88,ml,1539148152260,"14km ESE of Lincoln, Montana",0,Montana
0.0,ml,1539147414342,"51km NE of Beatty, Nevada",0,Nevada
4.9,mb,1539147315270,"99km N of Visokoi Island, South Georgia and the South Sandwich Islands",0,South Georgia and South Sandwich Islands
1.8,ml,1539146941715,"115km NNW of Arctic Village, Alaska",0,Alaska
1.9,ml,1539146474786,"118km NNW of Arctic Village, Alaska",0,Alaska
0.23,md,1539146437940,"2km SSW of Cobb, CA",0,California
2.17,ml,1539146196730,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
0.88,md,1539146195260,"2km NW of The Geysers, CA",0,California
0.46,ml,1539146037780,"13km W of Akutan, Alaska",0,Alaska
1.2,ml,1539145547437,"73km ENE of Cape Yakataga, Alaska",0,Alaska
1.2,ml,1539145489986,"110km NW of Arctic Village, Alaska",0,Alaska
2.0,ml,1539144439640,"17km S of Victor, Idaho",0,Idaho
2.35,md,1539144386160,"43km N of San Antonio, Puerto Rico",0,Puerto Rico
0.4,ml,1539144130900,"14km N of Richland, Washington",0,Washington
2.8,ml,1539143795688,"40km SSE of King Salmon, Alaska",0,Alaska
2.4,ml,1539143520037,"8km ESE of Willow, Alaska",0,Alaska
4.5,mb,1539143336030,"50km WNW of Morrope, Peru",0,Peru
0.55,md,1539143333950,"6km NW of The Geysers, CA",0,California
1.7,ml,1539141963222,"58km WSW of Talkeetna, Alaska",0,Alaska
1.44,md,1539141522080,"3km ENE of Bella Vista, CA",0,California
0.67,md,1539140190440,"3km W of Mammoth Lakes, CA",0,California
1.6,ml,1539140020311,"111km NNW of Arctic Village, Alaska",0,Alaska
3.14,md,1539139938000,"63km N of Culebra, Puerto Rico",0,Puerto Rico
2.5,ml,1539139444344,"85km NNW of Talkeetna, Alaska",0,Alaska
0.44,ml,1539138771800,"10km NE of Aguanga, CA",0,California
4.6,mb,1539137761230,"20km NE of Belanting, Indonesia",0,Indonesia
-0.18,ml,1539137518270,"14km WSW of Akutan, Alaska",0,Alaska
-0.37,md,1539137493180,"13km ESE of Mammoth Lakes, CA",0,California
1.52,ml,1539137212950,"7km SW of Holtville, CA",0,California
5.4,mww,1539136980090,"62km NW of Finschhafen, Papua New Guinea",1,Papua New Guinea
0.82,ml,1539136716940,"9km NE of Aguanga, CA",0,California
1.5,ml,1539136537600,"11km E of Santa Clarita, CA",0,California
4.6,mb,1539136123840,"62km E of Sary-Tash, Kyrgyzstan",0,Kyrgyzstan
1.0,ml,1539135954651,"1km E of Gardnerville Ranchos, Nevada",0,Nevada
1.6,ml,1539134556960,"28km W of Cantwell, Alaska",0,Alaska
1.23,ml,1539133978610,"7km SSW of Colorado City, Arizona",0,Arizona
1.96,md,1539133805870,"38km N of Toms Place, CA",0,California
1.9,ml,1539132781042,"60km SSW of Kaktovik, Alaska",0,Alaska
1.29,ml,1539132588980,"10km ESE of Lincoln, Montana",0,Montana
1.99,ml,1539132517940,"5km W of Prineville, Oregon",0,Oregon
1.9,ml,1539132433679,"119km NNW of Arctic Village, Alaska",0,Alaska
1.73,md,1539132426880,"8km W of Pahala, Hawaii",0,Hawaii
2.07,ml,1539132273870,"24km WNW of Manti, Utah",0,Utah
0.77,ml,1539132199490,"55km E of Lima, Montana",0,Montana
1.6,ml,1539132049473,"120km NNW of Arctic Village, Alaska",0,Alaska
1.8,ml,1539131294287,"37km ESE of Sutton-Alpine, Alaska",0,Alaska
1.5,ml,1539130069045,"29km WNW of Valdez, Alaska",0,Alaska
0.55,md,1539130023190,"6km WNW of The Geysers, CA",0,California
1.9,ml,1539130020336,"13km SSE of Gardnerville Ranchos, Nevada",0,Nevada
2.9,ml,1539129682439,"159km SSE of Kotzebue, Alaska",0,Alaska
1.14,ml,1539129549500,"16km ESE of Julian, CA",0,California
0.24,md,1539128831120,"18km NE of West Yellowstone, Montana",0,Montana
2.1,ml,1539128579784,"27km NE of Healy, Alaska",0,Alaska
0.04,ml,1539128485340,"99km ESE of King Salmon, Alaska",0,Alaska
1.2,ml,1539127968818,"77km NW of Yakutat, Alaska",0,Alaska
1.6,ml,1539127453012,"11km WNW of Circle Hot Springs Station, Alaska",0,Alaska
0.56,ml,1539127418910,"9km WSW of Idyllwild, CA",0,California
1.0,ml,1539127300110,"10km NE of Aguanga, CA",0,California
1.35,ml,1539127062750,"10km NE of Aguanga, CA",0,California
-0.9,ml,1539126963670,"28km W of Unalaska, Alaska",0,Alaska
5.1,mb,1539126752910,"161km W of Neiafu, Tonga",0,Tonga
1.4,ml,1539126365155,"76km NNW of Yakutat, Alaska",0,Alaska
1.1,ml,1539126210687,"81km NW of Yakutat, Alaska",0,Alaska
1.56,ml,1539126129220,"8km NE of Aguanga, CA",0,California
1.4,ml,1539126117834,"17km NE of Badger, Alaska",0,Alaska
1.85,md,1539125901020,"2km SE of Pahala, Hawaii",0,Hawaii
1.4,ml,1539125892488,"37km NNE of North Nenana, Alaska",0,Alaska
0.8,ml,1539125844111,"10km N of North Nenana, Alaska",0,Alaska
3.09,md,1539125418520,"47km ENE of Punta Cana, Dominican Republic",0,Dominican Republic
2.1,ml,1539125367947,"76km W of Anchor Point, Alaska",0,Alaska
0.67,ml,1539125139720,"9km ENE of Aguanga, CA",0,California
0.8,ml,1539125078824,"4km NNE of Redoubt Volcano, Alaska",0,Alaska
1.58,ml,1539124566620,"18km WNW of Adak, Alaska",0,Alaska
2.22,md,1539124517070,"9km NE of Pinnacles, CA",0,California
2.89,ml,1539124440400,"31km SSW of Toppenish, Washington",0,Washington
2.9,mb_lg,1539124356550,"5km NE of Medford, Oklahoma",0,Oklahoma
0.82,md,1539124170180,"6km WNW of Cobb, CA",0,California
1.73,md,1539123774770,"8km WNW of Volcano, Hawaii",0,Hawaii
0.42,ml,1539123677280,"10km NE of Aguanga, CA",0,California
4.4,mb,1539122934880,Northern East Pacific Rise,0,Northern East Pacific Rise
2.82,md,1539122805110,"42km NNW of San Antonio, Puerto Rico",0,Puerto Rico
1.17,md,1539122638020,"66km ENE of Old Faithful Geyser, Wyoming",0,Wyoming
1.4,ml,1539120724815,"67km NNE of Tonopah, Nevada",0,Nevada
1.9,ml,1539119720490,"38km SSE of Sandy Valley, Nevada",0,Nevada
1.36,ml,1539118939720,"2km SE of Home Gardens, CA",0,California
1.3,ml,1539118782096,"8km ESE of Willow, Alaska",0,Alaska
1.49,ml,1539118286680,"61km WSW of Challis, Idaho",0,Idaho
0.24,md,1539118138910,"1km ENE of Mammoth Lakes, CA",0,California
1.0,ml,1539117920390,"55km N of Fort Irwin, California",0,California
1.2,ml,1539117501587,"7km S of Dayton, Nevada",0,Nevada
4.9,mb,1539116822020,Vanuatu region,0,Vanuatu
0.86,ml,1539116645080,"11km NW of Anza, CA",0,California
1.71,ml,1539116637500,"5km W of Volcano, Hawaii",0,Hawaii
0.83,ml,1539116373920,"28km SSE of Virginia City, Montana",0,Montana
4.1,mb,1539116372780,"15km E of Orkney, South Africa",0,South Africa
1.8,ml,1539116364081,"31km WNW of Valdez, Alaska",0,Alaska
2.7,ml,1539116240960,"28km ENE of McGill, Nevada",0,Nevada
4.6,mb,1539115120470,"53km ESE of Kamaishi, Japan",0,Japan
1.68,ml,1539114785830,"18km SE of Ridgecrest, CA",0,California
0.73,ml,1539113729850,"22km SSW of La Quinta, CA",0,California
3.02,md,1539113719340,"67km SE of Punta Cana, Dominican Republic",0,Dominican Republic
0.93,ml,1539113566860,"19km SE of Ridgecrest, CA",0,California
0.7,ml,1539113561570,"18km SE of Ridgecrest, CA",0,California
0.25,ml,1539113117840,"32km NNE of Amboy, Washington",0,Washington
1.84,ml,1539112855990,"25km SW of Afton, Wyoming",0,Wyoming
0.56,ml,1539112781540,"17km NNE of Dillon, Montana",0,Montana
1.9,ml,1539112651582,"4km NNW of Fritz Creek, Alaska",0,Alaska
5.4,mww,1539111942950,Southern Mid-Atlantic Ridge,0,Southern Mid-Atlantic Ridge
1.38,ml,1539111769380,"3km ESE of Butte, Montana",0,Montana
1.94,md,1539111755280,"14km SE of Volcano, Hawaii",0,Hawaii
4.1,mb,1539111478020,"63km SE of Tanaga Volcano, Alaska",0,Alaska
1.2,ml,1539111038549,"48km NE of Mammoth Lakes, California",0,California
0.66,md,1539111017650,"5km WSW of Volcano, Hawaii",0,Hawaii
4.9,mb,1539108620740,"113km S of Kandrian, Papua New Guinea",0,Papua New Guinea
0.4,ml,1539108187090,"8km NE of Incline Village, Nevada",0,Nevada
1.6,ml,1539107417510,"59km NNW of Yakutat, Alaska",0,Alaska
1.13,md,1539107325890,"4km NNW of The Geysers, CA",0,California
4.7,mb,1539106745840,"28km S of Lakatoro, Vanuatu",0,Vanuatu
1.59,ml,1539106530710,"5km WNW of Coso Junction, CA",0,California
0.8,ml,1539105581590,"52km WNW of West Yellowstone, Montana",0,Montana
1.5,ml,1539104959223,"45km WNW of Valdez, Alaska",0,Alaska
0.72,md,1539104876970,"3km ENE of The Geysers, CA",0,California
1.57,ml,1539104792540,"20km SSW of Monroe, Utah",0,Utah
0.55,md,1539104216070,"2km SW of Cobb, CA",0,California
1.2,ml,1539103873087,"131km WNW of Arctic Village, Alaska",0,Alaska
2.4,ml,1539103402714,"108km NNW of Arctic Village, Alaska",0,Alaska
1.3,ml,1539101358388,"65km NW of Cape Yakataga, Alaska",0,Alaska
1.8,ml,1539100663467,"79km NNE of Sutton-Alpine, Alaska",0,Alaska
1.39,ml,1539100389030,"16km SSE of Washington, Utah",0,Utah
1.9,ml,1539100318383,"72km SW of Kaktovik, Alaska",0,Alaska
0.2,ml,1539100280707,"9km WSW of Hawthorne, Nevada",0,Nevada
2.8,ml,1539099571169,"67km SSW of Kaktovik, Alaska",0,Alaska
0.87,ml,1539099542870,"10km ENE of Aguanga, CA",0,California
1.3,ml,1539099452861,"8km SE of Bridgeport, California",0,California
0.49,ml,1539099327660,"10km NE of Aguanga, CA",0,California
2.7,ml,1539099182300,"13km SSE of Medford, Oklahoma",0,Oklahoma
1.04,ml,1539098958790,"9km NE of Aguanga, CA",0,California
0.85,md,1539098590570,"8km ENE of Pinnacles, CA",0,California
1.71,ml,1539098108370,"20km N of Driggs, Idaho",0,Idaho
2.3,ml,1539097929200,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
2.9,ml,1539097603184,"10km ESE of Willow, Alaska",0,Alaska
2.4,ml,1539097295532,"91km NNW of Talkeetna, Alaska",0,Alaska
0.47,ml,1539097051010,"9km ENE of Aguanga, CA",0,California
1.48,ml,1539096986410,"61km WSW of Challis, Idaho",0,Idaho
2.53,ml,1539096962060,"21km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
1.7,ml,1539096599750,"108km NNW of Arctic Village, Alaska",0,Alaska
2.95,md,1539096154000,"31km NE of Punta Cana, Dominican Republic",0,Dominican Republic
1.9,ml,1539095891681,"75km SW of Kaktovik, Alaska",0,Alaska
1.4,ml,1539095704116,"52km NW of Nikiski, Alaska",0,Alaska
1.4,ml,1539095359794,"118km SSE of Prudhoe Bay, Alaska",0,Alaska
1.11,md,1539095124030,"8km ENE of Pinnacles, CA",0,California
1.57,md,1539094925620,"15km NW of Pinnacles, CA",0,California
2.98,md,1539094796310,"18km ENE of Miches, Dominican Republic",0,Dominican Republic
1.5,ml,1539094559076,"6km WNW of Meadow Lakes, Alaska",0,Alaska
0.91,md,1539094462300,"9km NW of The Geysers, CA",0,California
1.64,ml,1539094149120,"17km ENE of Sedro-Woolley, Washington",0,Washington
0.94,md,1539091736990,"7km WNW of The Geysers, CA",0,California
2.35,ml,1539091514160,"60km WSW of Challis, Idaho",0,Idaho
0.71,ml,1539090858370,"6km E of Driggs, Idaho",0,Idaho
2.5,ml,1539090629973,"36km E of Anchorage, Alaska",0,Alaska
1.8,ml,1539090192318,"39km WNW of Cantwell, Alaska",0,Alaska
2.1,ml,1539089597483,"72km SW of Kaktovik, Alaska",0,Alaska
1.3,ml,1539089174613,"48km WNW of Willow, Alaska",0,Alaska
1.5,ml,1539088714252,"94km WSW of Fort Yukon, Alaska",0,Alaska
0.99,md,1539088641660,"4km SSW of Anderson Springs, CA",0,California
0.59,ml,1539088070410,"30km SW of Lima, Montana",0,Montana
1.6,ml,1539087765058,"30km NNE of Coldfoot, Alaska",0,Alaska
1.04,md,1539087533400,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
0.52,ml,1539087423800,"18km ESE of Anza, CA",0,California
1.31,ml,1539086653640,"18km SW of Marietta, Washington",0,Washington
0.78,ml,1539086087040,"6km WNW of Coso Junction, CA",0,California
1.9,ml,1539086034519,"112km NNW of Arctic Village, Alaska",0,Alaska
0.81,ml,1539085877320,"9km NE of Aguanga, CA",0,California
1.88,md,1539085361980,"16km SW of Petrolia, CA",0,California
1.3,ml,1539085041548,"74km SSW of Kaktovik, Alaska",0,Alaska
1.56,ml,1539084763580,"8km ENE of Aguanga, CA",0,California
0.97,ml,1539084752350,"22km SSW of La Quinta, CA",0,California
1.29,ml,1539084733160,"8km S of Warner Springs, CA",0,California
0.42,ml,1539084731880,"22km ESE of Anza, CA",0,California
1.86,md,1539084717050,"3km SW of Anderson Springs, CA",0,California
1.25,md,1539084492630,"4km N of Pinnacles, CA",0,California
0.56,md,1539084460830,"14km W of Toms Place, CA",0,California
0.48,ml,1539084158140,"11km ESE of Bozeman, Montana",0,Montana
1.58,ml,1539083957020,"62km WSW of Challis, Idaho",0,Idaho
0.64,ml,1539083954810,"14km N of Richland, Washington",0,Washington
0.89,md,1539083810490,"10km WNW of Cobb, CA",0,California
2.88,ml,1539083701620,"7km ENE of Aguanga, CA",0,California
1.46,ml,1539083661900,"61km WSW of Challis, Idaho",0,Idaho
1.42,ml,1539083625880,"62km WSW of Challis, Idaho",0,Idaho
1.3,ml,1539083486713,"24km WNW of Bridgeport, California",0,California
2.1,ml,1539083405786,"52km SSW of Redoubt Volcano, Alaska",0,Alaska
1.3,ml,1539083144070,"42km N of Sutton-Alpine, Alaska",0,Alaska
1.46,md,1539082726060,"7km ENE of Pinnacles, CA",0,California
2.8,ml,1539082024337,"47km S of Anchorage, Alaska",0,Alaska
1.2,ml,1539081982700,"28km WSW of Challis, Idaho",0,Idaho
1.01,md,1539081089920,"2km SW of Cobb, CA",0,California
2.27,ml,1539081070010,"22km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
2.4,ml,1539081049014,"56km SSE of Homer, Alaska",0,Alaska
1.28,ml,1539080835660,"18km NNW of Anacortes, Washington",0,Washington
4.6,mb,1539080009470,"113km NE of Kemeduran, Indonesia",0,Indonesia
0.98,md,1539079912210,"10km NW of The Geysers, CA",0,California
1.17,md,1539079812140,"10km NW of The Geysers, CA",0,California
1.9,ml,1539079773888,"68km S of Kaktovik, Alaska",0,Alaska
1.2,ml,1539079701917,"62km NNW of Nikiski, Alaska",0,Alaska
0.77,md,1539079476960,"3km SE of The Geysers, CA",0,California
0.55,ml,1539079345220,"14km SE of Bozeman, Montana",0,Montana
0.97,ml,1539079099730,"8km WNW of Warner Springs, CA",0,California
1.5,ml,1539078625831,"61km ENE of Cantwell, Alaska",0,Alaska
0.45,md,1539078521980,"2km SW of Cobb, CA",0,California
0.32,ml,1539078409350,"5km WNW of Coso Junction, CA",0,California
-0.16,md,1539078196710,"15km NNE of Mineral, CA",0,California
2.43,md,1539078088530,"2km SSW of Cobb, CA",0,California
2.1,ml,1539078051889,"80km SW of Kaktovik, Alaska",0,Alaska
1.4,ml,1539077926749,"52km S of Ester, Alaska",0,Alaska
0.86,md,1539077768130,"2km NE of The Geysers, CA",0,California
2.27,ml,1539077703640,"21km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
2.13,ml,1539077474960,"21km ENE of Honaunau-Napoopoo, Hawaii",0,Hawaii
0.18,md,1539076904790,"7km SSE of Mammoth Lakes, CA",0,California
0.46,ml,1539076309320,"8km ENE of Aguanga, CA",0,California
1.7,md,1539076306630,"1km SW of Sabana Eneas, Puerto Rico",0,Puerto Rico
